address,city,state,zip,longitude,latitude,country,establishment
2900 Denali,Anchorage,AK,99503,-149.8767,61.1953,United States,Denny's
3850 Debarr Road,Anchorage,AK,99508,-149.809,61.2097,United States,Denny's
1929 Airport Way,Fairbanks,AK,99701,-147.76,64.8366,United States,Denny's
230 Connector Dr,Auburn,AL,36849,-85.4681,32.6033,United States,Denny's
224 Daniel Payne Drive N,Birmingham,AL,35207,-86.8317,33.5615,United States,Denny's
"900 16th St S, Commons on Gree",Birmingham,AL,35294,-86.8037,33.5007,United States,Denny's
"5931 Alabama Highway, #157",Cullman,AL,35056,-86.8722,34.2068,United States,Denny's
2190 Ross Clark Circle,Dothan,AL,36301,-85.4006,31.1904,United States,Denny's
900 Tyson Rd,Hope Hull (Tyson),AL,36043,-86.4209,32.1953,United States,Denny's
4874 University Drive,Huntsville,AL,35816,-86.6556,34.7379,United States,Denny's
2209 Se Walton Blvd,Bentonville,AR,72712,-94.1883,36.3351,United States,Denny's
2589 W 6th St,Fayetteville,AR,72704,-94.1966,36.0534,United States,Denny's
5910 Rogers Ave,Ft Smith,AR,72903,-94.368,35.3609,United States,Denny's
310 S Shackleford Dr,Little Rock,AR,72211,-92.394,34.7512,United States,Denny's
43 Bradley Cove Rd,Russellville,AR,72802,-93.09,35.2842,United States,Denny's
4861 W Sunset Ave,Springdale,AR,72762,-94.1839,36.1753,United States,Denny's
5104 N State Line,Texarkana,AR,71854,-94.0432,33.3622,United States,Denny's
8300 State Highway 108,Texarkana,AR,71854,-93.9403,33.5054,United States,Denny's
3000 Service Loop Rd,West Memphis,AR,72301,-90.1379,35.1532,United States,Denny's
4121 W Anthem Way,Anthem,AZ,85086,-112.1495,33.871,United States,Denny's
10623 E Main St,Apache Junction,AZ,85220,-111.6011,33.4146,United States,Denny's
825 N Ocotillo Rd,Benson,AZ,86502,-110.3071,31.9809,United States,Denny's
441 S Watson Rd,Buckeye,AZ,85326,-112.5564,33.4435,United States,Denny's
1762 Highway 95,Bullhead City,AZ,86442,-114.5863,35.1215,United States,Denny's
1630 W Highway 260,Camp Verde,AZ,86322,-111.8831,34.5767,United States,Denny's
1851 E Florence Blvd,Casa Grande,AZ,85122,-111.7078,32.8796,United States,Denny's
1750 W Chandler Blvd,Chandler,AZ,85224,-111.8727,33.3061,United States,Denny's
7400 W Chandler Blvd,Chandler,AZ,85226,-111.9689,33.3054,United States,Denny's
Indian Route 7,Chinle,AZ,86503,-109.5634,36.1558,United States,Denny's
2211 State Route 89a,Cottonwood,AZ,86326,-112.0009,34.7213,United States,Denny's
401 N Chiricahua Rd,Douglas,AZ,85607,-109.5605,31.3392,United States,Denny's
16189 S Sunshine Blvd,Eloy,AZ,85131,-111.5504,32.7324,United States,Denny's
2122 S Milton Road,Flagstaff,AZ,86001,-111.6613,35.179,United States,Denny's
2306 E Lucky Lane,Flagstaff,AZ,86004,-111.6239,35.1923,United States,Denny's
4650 N Highway 89 C-32,Flagstaff,AZ,86004,-112.4531,34.8138,United States,Denny's
Northern Arizona University,Flagstaff,AZ,86011,-111.6556,35.1908,United States,Denny's
17053 E Shea Blvd,Fountain Hills,AZ,85268,-111.7131,33.5722,United States,Denny's
1368 N Cooper Rd,Gilbert,AZ,85233,-111.8072,33.3745,United States,Denny's
1661 E Warner Rd,Gilbert,AZ,85296,-111.753,33.3356,United States,Denny's
3971 South Gilbert Rd,Gilbert,AZ,85297,-111.7896,33.278,United States,Denny's
4303 W Peoria Ave,Glendale,AZ,85302,-112.1524,33.5819,United States,Denny's
9856 W Camelback Rd,Glendale,AZ,85305,-112.272,33.5083,United States,Denny's
5161 W Thunderbird Rd,Glendale,AZ,85306,-112.1702,33.6107,United States,Denny's
1218 N Litchfield Rd,Goodyear,AZ,85338,-112.3582,33.46,United States,Denny's
18875 S I-19 Frontage Rd,Green Valley,AZ,85614,-110.9837,31.9074,United States,Denny's
2510 Navajo Blvd,Holbrook,AZ,86025,-110.13720000000001,34.9325,United States,Denny's
3255 E Andy Devine,Kingman,AZ,86401,-114.0084,35.2198,United States,Denny's
3300 E Andy Devine Ave,Kingman,AZ,86401,-114.0078,35.2204,United States,Denny's
1620 McCulloch Blvd,Lake Havasu City,AZ,86403,-114.3438,34.4745,United States,Denny's
Edison Rd & State Road 347,Maricopa,AZ,85139,-112.0478,33.0652,United States,Denny's
1210 E Main,Mesa,AZ,85203,-111.805,33.4152,United States,Denny's
1330 S Power Rd,Mesa,AZ,85206,-111.6849,33.3914,United States,Denny's
1150 S Country Club,Mesa,AZ,85210,-111.8401,33.3942,United States,Denny's
683 North Grand Ave,Nogales,AZ,85621,-110.9314,31.3441,United States,Denny's
669 Scenic View Dr,Page,AZ,86040,-111.4752,36.9218,United States,Denny's
312 S Beeline Hwy,Payson,AZ,85541,-111.3231,34.2383,United States,Denny's
8737 Nw Grand Ave,Peoria,AZ,85345,-112.2458,33.5883,United States,Denny's
8131 W Bell Rd,Peoria,AZ,85382,-112.231,33.6381,United States,Denny's
2801 No Black Canyon,Phoenix,AZ,85009,-112.1126,33.4796,United States,Denny's
5002 North Seventh St,Phoenix,AZ,85014,-112.065,33.5093,United States,Denny's
3456 W Bethany Home,Phoenix,AZ,85017,-112.1331,33.524,United States,Denny's
2120 E Cactus Rd,Phoenix,AZ,85022,-112.0364,33.5968,United States,Denny's
2525 W Deer Valley Rd,Phoenix,AZ,85027,-112.1146,33.6838,United States,Denny's
4120 N 51st Ave,Phoenix,AZ,85031,-112.1689,33.4954,United States,Denny's
3205 E Bell Rd,Phoenix,AZ,85032,-112.0134,33.6405,United States,Denny's
1401 N 75th Ave,Phoenix,AZ,85043,-112.2204,33.4639,United States,Denny's
6700 West Latham,Phoenix,AZ,85043,-112.2034,33.4601,United States,Denny's
9030 N Black Canyon Highway,Phoenix,AZ,85051,-112.1178,33.5679,United States,Denny's
2717 W Bell Rd,Phoenix,AZ,85053,-112.1188,33.6398,United States,Denny's
7000 E Mayo Blvd,Phoenix,AZ,85054,-111.9297,33.6553,United States,Denny's
3160 W Carefree,Phoenix,AZ,85086,-112.1287,33.7984,United States,Denny's
1230 Gail Gardner Way,Prescott,AZ,86305,-112.4864,34.5635,United States,Denny's
7925 E Hwy 69,Prescott Valley,AZ,86312,-112.3265,34.5859,United States,Denny's
1758 W Hunt Highway,San Tan Valley,AZ,85143,-111.5849,33.1798,United States,Denny's
3315 N Scottsdale,Scottsdale,AZ,85251,-111.9261,33.4864,United States,Denny's
9160 E Indian Bend Rd,Scottsdale,AZ,85256,-111.8836,33.5384,United States,Denny's
7605 E McDowell Rd,Scottsdale,AZ,85260,-111.9174,33.4657,United States,Denny's
4471 White Mountain Rd,Show Low,AZ,85901,-110.0239,34.2095,United States,Denny's
2397 Fry Blvd,Sierra Vista,AZ,85635,-110.2737,31.5546,United States,Denny's
392 W Hwy 264,St Michaels,AZ,86511,-109.1132,35.6584,United States,Denny's
14799 West Grand Ave,Surprise,AZ,85374,-112.3774,33.6597,United States,Denny's
650 N Scottsdale Rd,Tempe,AZ,85281,-111.9263,33.435,United States,Denny's
825 S 48th St,Tempe,AZ,85281,-111.9763,33.4215,United States,Denny's
1343 W Broadway,Tempe,AZ,85282,-111.9596,33.4074,United States,Denny's
4403 S Rural Rd,Tempe,AZ,85282,-111.9264,33.385,United States,Denny's
1994 W Baseline Rd,Tempe,AZ,85283,-111.9697,33.3783,United States,Denny's
2875 W Highway 70,Thatcher,AZ,85552,-109.7484,32.8482,United States,Denny's
2 Legacy Lane,Tuba City,AZ,86045,-111.5178,35.2812,United States,Denny's
5000 Oracle Rd,Tucson,AZ,85704,-110.9782,32.2974,United States,Denny's
1510 W Valencia Rd,Tucson,AZ,85706,-110.9966,32.1339,United States,Denny's
2630 E Valencia Rd,Tucson,AZ,85706,-110.9326,32.1341,United States,Denny's
6484 E Broadway,Tucson,AZ,85710,-110.8551,32.2209,United States,Denny's
3702 E Irvington Rd,Tucson,AZ,85714,-110.9122,32.1631,United States,Denny's
University of Arizona - Park Stu,Tucson,AZ,85721,-110.9461,32.2074,United States,Denny's
4920 W Ina Rd,Tucson,AZ,85741,-111.0684,32.3376,United States,Denny's
555 N Freeway,Tucson,AZ,85745,-110.9833,32.231,United States,Denny's
1010 N Tegner Rd,Wickenburg,AZ,85390,-112.738,33.9807,United States,Denny's
400 Transcon Lane,Winslow,AZ,86047,-110.6749,35.0167,United States,Denny's
11121 Grand Ave,Youngtown,AZ,85363,-112.2997,33.6055,United States,Denny's
1435 E 16th St,Yuma,AZ,85365,-114.6055,32.6985,United States,Denny's
Marine Corps Air Station,Yuma,AZ,85365,-114.542,32.6781,United States,Denny's
11255 E South Frontage Rd,Yuma,AZ,85367,-114.4443,32.6682,United States,Denny's
14240 Us Highway 395,Adelanto,CA,92301,-117.3996,34.5091,United States,Denny's
369 W Main St,Alhambra,CA,91801,-118.1309,34.0933,United States,Denny's
1168 W Katella Ave,Anaheim,CA,92802,-117.927,33.8032,United States,Denny's
1610 S Harbor Blvd,Anaheim,CA,92802,-117.9153,33.8085,United States,Denny's
2080 S Harbor Blvd,Anaheim,CA,92802,-117.915,33.7967,United States,Denny's
210 S Euclid St,Anaheim,CA,92802,-117.9415,33.8308,United States,Denny's
1420 N State College Blvd,Anaheim,CA,92806,-117.8892,33.8551,United States,Denny's
2005 E Katella Ave,Anaheim,CA,92806,-117.8891,33.8034,United States,Denny's
2006 Somersville Rd,Antioch,CA,94509,-121.8387,38.0026,United States,Denny's
4823 Lone Tree Way,Antioch,CA,94531,-121.7679,37.9629,United States,Denny's
20242 Hwy 18,Apple Valley,CA,92307,-117.2214,34.5269,United States,Denny's
18989 Bear Valley Road,Apple Valley,CA,92308,-117.2493,34.471,United States,Denny's
7 East Huntington Dr,Arcadia,CA,91006,-118.0312,34.14,United States,Denny's
16907 S Pioneer Blvd,Artesia,CA,90701,-118.0824,33.8775,United States,Denny's
6910 El Camino Real,Atascadero,CA,93422,-120.6657,35.4868,United States,Denny's
1601 Sycamore Ave,Atwater,CA,95301,-120.614,37.3457,United States,Denny's
1800 Auburn Ravine Rd,Auburn,CA,95603,-121.0594,38.9232,United States,Denny's
72415 Baker Blvd,Baker,CA,92309,-116.0705,35.2682,United States,Denny's
2851 White Lane,Bakersfield,CA,93304,-119.0337,35.3176,United States,Denny's
2684 Mt Vernon Ave,Bakersfield,CA,93306,-118.9676,35.3962,United States,Denny's
2309 Panama Lane,Bakersfield,CA,93307,-119.0272,35.2959,United States,Denny's
8011 E Brundage Lane,Bakersfield,CA,93307,-118.9183,35.3544,United States,Denny's
17047 Zachary Avenue,Bakersfield,CA,93308,-119.1869,35.5347,United States,Denny's
2627 Buck Owens Blvd,Bakersfield,CA,93308,-119.0432,35.3839,United States,Denny's
35175 7th Standard Road,Bakersfield,CA,93308,-119.0763,35.4413,United States,Denny's
4440 Gosford Rd,Bakersfield,CA,93311,-119.0921,35.315,United States,Denny's
8710 Rosedale Hwy,Bakersfield,CA,93312,-119.0987,35.3835,United States,Denny's
14550 Baldwin Pk Towne Center,Baldwin Park,CA,91706,-117.9592,34.0725,United States,Denny's
6305 Joshua Palmer Way,Banning,CA,92220,-116.9459,33.9276,United States,Denny's
1201 E Main St,Barstow,CA,92311,-117.0102,34.898,United States,Denny's
2611 Fisher Rd,Barstow,CA,92311,-117.0828,34.8546,United States,Denny's
2830 Lenwood Rd,Barstow,CA,92311,-117.0829,34.8492,United States,Denny's
449 E 4th St,Beaumont,CA,92223,-116.9767,33.9262,United States,Denny's
17230 Lakewood Blvd,Bellflower,CA,90706,-118.1426,33.8755,United States,Denny's
9312 Rosecrans,Bellflower,CA,90706,-118.1356,33.904,United States,Denny's
41196 Big Bear Blvd,Big Bear,CA,92315,-116.9033,34.2436,United States,Denny's
1014 N Main St,Bishop,CA,93514,-118.3953,37.3715,United States,Denny's
876 W Donlon St,Blythe,CA,92225,-114.606,33.6066,United States,Denny's
7740 Orangethorpe,Buena Park,CA,90621,-117.9982,33.859,United States,Denny's
2525 North Hollywood Way,Burbank,CA,91505,-118.3489,34.195,United States,Denny's
1010 W Alameda Ave,Burbank,CA,91506,-118.3129,34.1633,United States,Denny's
20672 Tracy Ave,Buttonwillow,CA,93206,-119.3979,35.4012,United States,Denny's
110 W Cole Rd,Calexico,CA,92231,-115.5004,32.694,United States,Denny's
1184 Calimesa Blvd,Calimesa,CA,92320,-117.0582,33.9956,United States,Denny's
1659 E Dailey Dr,Camarillo,CA,93010,-119.0491,34.2183,United States,Denny's
3446 Coach Lane,Cameron Park,CA,95682,-120.9674,38.6582,United States,Denny's
2060 S Bascom Ave,Campbell,CA,95008,-121.9316,37.2858,United States,Denny's
8330 Topanga Canyon Blvd,Canoga Park,CA,91306,-118.606,34.2205,United States,Denny's
18932 W Soledad Canyon Rd,Canyon Country,CA,91351,-118.4655,34.4157,United States,Denny's
1048 Carlsbad Village Dr,Carlsbad,CA,92008,-117.3433,33.1628,United States,Denny's
7433 Fair Oaks Blvd,Carmichael,CA,95608,-121.3281,38.6356,United States,Denny's
600 Carson Plaza Dr,Carson,CA,90746,-118.2642,33.8453,United States,Denny's
31724 Castaic Rd,Castaic,CA,91384,-118.6212,34.495,United States,Denny's
69050 Hwy 111,Cathedral City,CA,92234,-116.4603,33.7787,United States,Denny's
1507 Herndon Rd,Ceres,CA,95307,-120.9742,37.6092,United States,Denny's
675 Manzanita Court,Chico,CA,95926,-121.8449,39.7525,United States,Denny's
12180 Central Ave,Chino,CA,91710,-117.6895,34.0326,United States,Denny's
15459 Fairfield Ranch Rd,Chino Hills,CA,91710,-117.6898,33.9718,United States,Denny's
110 Bonita Rd,Chula Vista,CA,91910,-117.0641,32.648,United States,Denny's
692 E St,Chula Vista,CA,91910,-117.0974,32.6403,United States,Denny's
2110 Birch Rd,Chula Vista,CA,91915,-116.9624,32.6214,United States,Denny's
6215 Sunrise Blvd,Citrus Heights,CA,95610,-121.2716,38.6787,United States,Denny's
5142 Triggs St,City of Commerce,CA,90022,-118.162,34.0111,United States,Denny's
7268 E Gage Ave,City of Commerce,CA,90040,-118.127,33.9748,United States,Denny's
820 South Indian Hill Blvd,Claremont,CA,91711,-117.7192,34.0806,United States,Denny's
1151 Herndon Ave,Clovis,CA,93612,-119.6965,36.8375,United States,Denny's
710 W Shaw Avenue,Clovis,CA,93612,-119.7242,36.8084,United States,Denny's
25026 West Dorris,Coalinga,CA,93210,-120.2564,36.2542,United States,Denny's
1190 S Mt Vernon,Colton,CA,92324,-117.3085,34.0487,United States,Denny's
160 West Valley Blvd,Colton,CA,92324,-117.3253,34.067,United States,Denny's
1313 Willow Pass Rd,Concord,CA,94520,-122.0523,37.9686,United States,Denny's
260 Pittman Rd,Cordelia,CA,94585,-122.1262,38.2201,United States,Denny's
2120 South Avenue,Corning,CA,96021,-122.1947,39.9065,United States,Denny's
165 McKinley St,Corona,CA,92879,-117.5168,33.8851,United States,Denny's
2379 Compton Ave,Corona,CA,92881,-117.5375,33.8432,United States,Denny's
1833 W 6th St,Corona,CA,92882,-117.6019,33.8793,United States,Denny's
3170 Harbor Blvd,Costa Mesa,CA,92626,-117.9193,33.6857,United States,Denny's
1225 5th St,Crescent City,CA,95531,-124.1953,41.7555,United States,Denny's
10700 Jefferson Blvd,Culver City,CA,90230,-118.3934,34.0041,United States,Denny's
#2 Serra Monte,Daly City,CA,94015,-122.4713,37.6751,United States,Denny's
34242 Del Obispo,Dana Point,CA,92629,-117.6867,33.4657,United States,Denny's
2203 via De La Valle,Del Mar,CA,92014,-117.2559,32.9795,United States,Denny's
14390 County Line Rd,Delano,CA,93215,-119.2496,35.7904,United States,Denny's
1250 Stratford Ave,Dixon,CA,95620,-121.8392,38.458,United States,Denny's
8350 E Firestone Blvd,Downey,CA,90241,-118.1321,33.9395,United States,Denny's
1060 Huntington Dr,Duarte,CA,91010,-117.9827,34.1395,United States,Denny's
2642 Jamacha Rd,El Cajon,CA,92019,-116.9319,32.7439,United States,Denny's
2691 Navajo Rd,El Cajon,CA,92020,-117.0017,32.8018,United States,Denny's
1202 W Main St,El Cajon,CA,92021,-116.978,32.795,United States,Denny's
665 N Mollison Ave,El Cajon,CA,92021,-116.951,32.8037,United States,Denny's
1445 Ocotillo Drive,El Centro,CA,92243,-115.5686,32.7768,United States,Denny's
3403 Dogwood Ave,El Centro,CA,92243,-115.5349,32.7628,United States,Denny's
11344 San Pablo Ave,El Cerrito,CA,94530,-122.3154,37.9211,United States,Denny's
3540 N Peck Rd,El Monte,CA,91731,-118.0249,34.072,United States,Denny's
9804 E Flair Drive,El Monte,CA,91731,-118.0552,34.0721,United States,Denny's
2555 El Segundo Blvd,El Segundo,CA,90245,-118.3754,33.9165,United States,Denny's
8707 Elk Grove Blvd,Elk Grove,CA,95624,-121.3807,38.409,United States,Denny's
1776 Powell Street,Emeryville,CA,94608,-122.2959,37.8382,United States,Denny's
135 Encinitas Blvd,Encinitas,CA,92024,-117.2899,33.0487,United States,Denny's
510 W Mission Ave,Escondido,CA,92025,-117.0923,33.1282,United States,Denny's
136 5th St,Eureka,CA,95501,-124.1699,40.8014,United States,Denny's
1360 Holiday Lane,Fairfield,CA,94534,-122.0655,38.2569,United States,Denny's
2980 Travis Blvd,Fairfield,CA,94534,-122.0649,38.2583,United States,Denny's
713 South Main St,Fallbrook,CA,92028,-117.2514,33.3765,United States,Denny's
1011 Riley Street,Folsom,CA,95630,-121.1699,38.6713,United States,Denny's
17009-A Valley Blvd,Fontana,CA,92335,-117.4334,34.0704,United States,Denny's
13479 Baseline Ave,Fontana,CA,92336,-117.5116,34.1214,United States,Denny's
26712 Portola Parkway,Foothill Ranch,CA,92610,-117.6648,33.6803,United States,Denny's
16205 Brookhurst St,Fountain Valley,CA,92708,-117.9547,33.7275,United States,Denny's
160 N 10th Street,Fowler,CA,93625,-119.6838,36.628,United States,Denny's
5280 Mowry Ave,Fremont,CA,94538,-122.0006,37.5336,United States,Denny's
46645 Mission Blvd,Fremont,CA,94539,-121.9279,37.4912,United States,Denny's
141 Abby St,Fresno,CA,93701,-119.7894,36.744,United States,Denny's
3120 N Blackstone Ave,Fresno,CA,93703,-119.7905,36.7784,United States,Denny's
2568 S East Ave,Fresno,CA,93706,-119.7718,36.7075,United States,Denny's
1110 East Shaw St,Fresno,CA,93710,-119.7695,36.8089,United States,Denny's
1746 W Shaw Ave,Fresno,CA,93711,-119.8244,36.8084,United States,Denny's
30 E Herndon Ave,Fresno,CA,93720,-119.7835,36.8376,United States,Denny's
530 South Clovis Ave,Fresno,CA,93727,-119.7002,36.7379,United States,Denny's
1121 N Parkway Dr,Fresno,CA,93728,-119.8301,36.7566,United States,Denny's
901 N Main St,Ft Bragg,CA,95437,-123.8059,39.4518,United States,Denny's
2920 E Nutwood Ave,Fullerton,CA,92831,-117.8793,33.878,United States,Denny's
1101 S Harbor Blvd,Fullerton,CA,92832,-117.9243,33.861,United States,Denny's
1055 C St,Galt,CA,95632,-121.2982,38.2531,United States,Denny's
13302 Harbor Blvd,Garden Grove,CA,92843,-117.9203,33.7696,United States,Denny's
18620 S Western Ave,Gardena,CA,90248,-118.3091,33.8615,United States,Denny's
8425 San Ysidro Ave,Gilroy,CA,95020,-121.5653,37.0239,United States,Denny's
546 W Baseline Rd,Glendora,CA,91740,-117.8726,34.1213,United States,Denny's
12820 St Hwy 33,Gustine,CA,95322,-121.0158,37.1031,United States,Denny's
1150 So Seventh Ave,Hacienda Heights,CA,91745,-117.9888,34.0183,United States,Denny's
1635 Glendale Ave,Hanford,CA,93230,-119.672,36.3202,United States,Denny's
13201 Hawthorne Blvd,Hawthorne,CA,90250,-118.3528,33.9123,United States,Denny's
14301 Inglewood,Hawthorne,CA,90250,-118.3613,33.9018,United States,Denny's
30163 Industrial,Hayward,CA,94544,-122.0659,37.609,United States,Denny's
2675 W Florida Ave,Hemet,CA,92545,-116.9997,33.7474,United States,Denny's
13165 Main St,Hesperia,CA,92345,-117.3759,34.4267,United States,Denny's
6100 Sunset,Hollywood,CA,90028,-118.3223,34.098,United States,Denny's
18477 Beach Blvd,Huntington Beach,CA,92648,-117.989,33.6942,United States,Denny's
82120 Hwy 111,Indio,CA,92201,-116.2318,33.7149,United States,Denny's
14962 Sand Canyon Dr,Irvine,CA,92618,-117.7595,33.6762,United States,Denny's
200 S Hwy 49,Jackson,CA,95642,-120.7731,38.3469,United States,Denny's
27585 Bernard Drive,Kettleman City,CA,93239,-119.9603,35.9881,United States,Denny's
1129 Broadway,King City,CA,93930,-121.1378,36.2053,United States,Denny's
801 Sierra,Kingsburg,CA,93631,-119.5599,36.5179,United States,Denny's
1150 S Beach Blvd,La Habra,CA,90631,-117.9678,33.918,United States,Denny's
4235 Spring St,La Mesa,CA,91941,-117.0147,32.7557,United States,Denny's
15553 Valley Blvd,La Puente,CA,91744,-117.9593,34.0209,United States,Denny's
31760 Grape St,Lake Elsinore,CA,92532,-117.2933,33.6576,United States,Denny's
23515 El Toro Rd,Lake Forest,CA,92630,-117.6992,33.6217,United States,Denny's
13584 Camino Canada,Lakeside,CA,92040,-116.9013,32.8262,United States,Denny's
2634 E Carson St,Lakewood,CA,90712,-118.1606,33.8324,United States,Denny's
5520 South Street,Lakewood,CA,90713,-118.1243,33.8603,United States,Denny's
11605 Carson St,Lakewood,CA,90715,-118.0864,33.8315,United States,Denny's
1028 West Ave I,Lancaster,CA,93534,-118.1494,34.7034,United States,Denny's
2005 W Ave K,Lancaster,CA,93536,-118.1659,34.6751,United States,Denny's
16851 Harlan Rd,Lathrop,CA,95330,-121.2936,37.81,United States,Denny's
9046 Loop Rd E,Lebec,CA,93243,-118.4894,35.132,United States,Denny's
701 E Kettleman Lane,Lodi,CA,95240,-121.2593,38.1163,United States,Denny's
15237 Thornton Road,Lodi,CA,95242,-121.3936,38.1186,United States,Denny's
601 N Long Beach Blvd,Long Beach,CA,90802,-118.1895,33.7741,United States,Denny's
5570 Pacific Coast Highway,Long Beach,CA,90804,-118.1235,33.7759,United States,Denny's
3333 Atlantic Ave,Long Beach,CA,90807,-118.185,33.8176,United States,Denny's
2860 N Bellflower Blvd,Long Beach,CA,90815,-118.1252,33.808,United States,Denny's
400 N Vermont Avenue,Los Angeles,CA,90004,-118.2917,34.0778,United States,Denny's
635 S Vermont Ave,Los Angeles,CA,90005,-118.2917,34.0623,United States,Denny's
3750 Wilshire Blvd,Los Angeles,CA,90010,-118.3078,34.0617,United States,Denny's
530 Ramirez St,Los Angeles,CA,90012,-118.2318,34.0548,United States,Denny's
3740 S Crenshaw Blvd,Los Angeles,CA,90016,-118.3351,34.0185,United States,Denny's
888 S Figueroa St,Los Angeles,CA,90017,-118.2627,34.0463,United States,Denny's
4760 East Cesar E Chavez Avenue,Los Angeles,CA,90022,-118.1629,34.0406,United States,Denny's
5751 Sunset Blvd,Los Angeles,CA,90028,-118.3148,34.0981,United States,Denny's
5535 W Century,Los Angeles,CA,90045,-118.3774,33.9454,United States,Denny's
8601 S Bellanca Ave,Los Angeles,CA,90045,-118.3805,33.9598,United States,Denny's
11700 Wilmington Ave,Los Angeles,CA,90059,-118.2391,33.9273,United States,Denny's
3060 San Fernando Rd,Los Angeles,CA,90065,-118.2451,34.1141,United States,Denny's
1491 West Pacheco,Los Banos,CA,93635,-120.8778,37.0568,United States,Denny's
2160 E Pacheco Blvd,Los Banos,CA,93635,-120.8207,37.0571,United States,Denny's
I-5 Hwy 46,Lost Hills,CA,93249,-119.8676,35.6149,United States,Denny's
11195 Long Beach Blvd,Lynwood,CA,90262,-118.2114,33.9296,United States,Denny's
22717 Ave 18 1/2,Madera,CA,93637,-120.1341,37.0182,United States,Denny's
1135 S Main St,Manteca,CA,95336,-121.2161,37.7867,United States,Denny's
110 Reservation Road,Marina,CA,93933,-121.8029,36.6959,United States,Denny's
630 Tenth St,Marysville,CA,95901,-121.5937,39.1455,United States,Denny's
5900 Atlantic Blvd,Maywood,CA,90270,-118.1856,33.9871,United States,Denny's
1500 Ana Sparks Way,Mckinleyville,CA,95519,-124.1026,40.9328,United States,Denny's
90480 66th Ave,Mecca,CA,92254,-116.0898,33.5712,United States,Denny's
1128 W 13th St,Merced,CA,95341,-120.4953,37.3006,United States,Denny's
333 S Abbott,Milpitas,CA,95035,-121.9129,37.4254,United States,Denny's
"6285 Pats Ranch Road, Suite A",Mira Loma,CA,91752,-117.5439,33.9739,United States,Denny's
24445 Alicia Parkway,Mission Viejo,CA,92691,-117.6897,33.6072,United States,Denny's
1525 McHenry Ave,Modesto,CA,95350,-120.994,37.666,United States,Denny's
2052 W Orangeburg St,Modesto,CA,95350,-121.0298,37.6662,United States,Denny's
110 McHenry St,Modesto,CA,95354,-120.9938,37.646,United States,Denny's
16262 Sierra Hwy,Mojave,CA,93501,-118.1751,35.0569,United States,Denny's
2727 via Campo,Montebello,CA,90640,-118.1257,34.0328,United States,Denny's
2137 North Fremont St,Monterey,CA,93940,-121.8616,36.5964,United States,Denny's
300 Fremont Street,Monterey,CA,93940,-121.8927,36.5953,United States,Denny's
832 New Los Angeles Ave,Moorpark,CA,93021,-118.8672,34.2803,United States,Denny's
24952 Sunnymead Blvd,Moreno Valley,CA,92553,-117.2274,33.9391,United States,Denny's
875 Cochrane Rd,Morgan Hill,CA,95037,-121.655,37.1515,United States,Denny's
25365 Madison Ave,Murrieta,CA,92562,-117.1973,33.5544,United States,Denny's
Highway 79 & Benton Rd,Murrieta,CA,92563,-117.1249,33.5921,United States,Denny's
63690 20th Ave,N Palm Springs,CA,92258,-116.5506,33.9055,United States,Denny's
1000 Imola Ave,Napa,CA,94559,-122.2741,38.2805,United States,Denny's
1904 Sweetwater Rd,National City,CA,91950,-117.0791,32.6613,United States,Denny's
424 W Mile of Cars,National City,CA,91950,-117.1059,32.6608,United States,Denny's
1400 J St,Needles,CA,92363,-114.6117,34.8391,United States,Denny's
2830 Camino Del Rios North,Newbury Park,CA,91320,-118.9362,34.1906,United States,Denny's
681 Newcastle Rd,Newcastle,CA,95658,-121.1312,38.8698,United States,Denny's
25341 Chiquella Dr,Newhall,CA,91381,-118.5671,34.3785,United States,Denny's
11377 Burbank Blvd,No Hollywood,CA,91601,-118.3788,34.1722,United States,Denny's
1360 N Hamner Ave,Norco,CA,92860,-117.5624,33.9017,United States,Denny's
13136 Sherman Way,North Hollywood,CA,91605,-118.419,34.2012,United States,Denny's
9001 Tampa Ave,Northridge,CA,91324,-118.5536,34.2341,United States,Denny's
17018 Devonshire St,Northridge,CA,91325,-118.5029,34.2575,United States,Denny's
12616 Pioneer Blvd,Norwalk,CA,90650,-118.0818,33.9168,United States,Denny's
1555 East F St,Oakdale,CA,95361,-120.8297,37.7732,United States,Denny's
40650 Hwy 41,Oakhurst,CA,93644,-119.6341,37.3881,United States,Denny's
601 Hegenberger,Oakland,CA,94621,-122.1962,37.7453,United States,Denny's
2273 El Camino Real,Oceanside,CA,92054,-117.3281,33.1855,United States,Denny's
487 Harbor Dr,Oceanside,CA,92054,-117.3898,33.207,United States,Denny's
605 College Blvd,Oceanside,CA,92057,-117.2899,33.2435,United States,Denny's
2421 S Archibald,Ontario,CA,91761,-117.5931,34.0296,United States,Denny's
1409 E 4th St,Ontario,CA,91762,-117.6255,34.0777,United States,Denny's
502 N Vineyard,Ontario,CA,91764,-117.611,34.0684,United States,Denny's
715 N Milliken Ave,Ontario,CA,91764,-117.5584,34.0701,United States,Denny's
1695 E Lincoln Ave,Orange,CA,92865,-117.8363,33.835,United States,Denny's
3000 W Chapman Ave,Orange,CA,92868,-117.8831,33.7879,United States,Denny's
8841 Greenback Ln,Orangevale,CA,95662,-121.2284,38.6786,United States,Denny's
2470 Oro Dam Blvd,Oroville,CA,95966,-121.5468,39.5058,United States,Denny's
1255 N Oxnard,Oxnard,CA,93030,-119.1775,34.2139,United States,Denny's
